,DBN,SCHOOL NAME,Num of SAT Test Takers,Sum,Graduation rate
0,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,67.2
1,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,62.5
2,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,62.0
3,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,72.5
4,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,71.8
5,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,77.8
6,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,78.9
7,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
8,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
9,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
10,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
11,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
12,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
13,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
14,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,67.3
15,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,63.8
16,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,61.1
17,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,75.3
18,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,71.4
19,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,78.4
20,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,79.5
21,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
22,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
23,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,60.9
24,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
25,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
26,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
27,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
28,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,67.3
29,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,60.4
30,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,62.5
31,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,77.0
32,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,75.4
33,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,81.4
34,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,82.9
35,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
36,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
37,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
38,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
39,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
40,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
41,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
42,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
43,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,61.5
44,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,76.9
45,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
46,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,56.5
47,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,72.0
48,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,72.0
49,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,60.5
50,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,63.2
51,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,62.2
52,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,76.1
53,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,75.0
54,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,78.8
55,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,80.8
56,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
57,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
58,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
59,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
60,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
61,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,
62,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,63.6
63,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,66.7
64,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,70.6
65,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,68.9
66,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,76.6
67,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,80.5
68,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,80.5
69,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,71.4
70,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,59.0
71,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,55.6
72,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,77.1
73,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,65.8
74,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,75.5
75,1M450,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,1111,77.6
76,1M450,PACE HIGH SCHOOL,85,1293,67.2
77,1M450,PACE HIGH SCHOOL,85,1293,62.5
78,1M450,PACE HIGH SCHOOL,85,1293,62.0
79,1M450,PACE HIGH SCHOOL,85,1293,72.5
80,1M450,PACE HIGH SCHOOL,85,1293,71.8
81,1M450,PACE HIGH SCHOOL,85,1293,77.8
82,1M450,PACE HIGH SCHOOL,85,1293,78.9
83,1M450,PACE HIGH SCHOOL,85,1293,
84,1M450,PACE HIGH SCHOOL,85,1293,
85,1M450,PACE HIGH SCHOOL,85,1293,
86,1M450,PACE HIGH SCHOOL,85,1293,
87,1M450,PACE HIGH SCHOOL,85,1293,
88,1M450,PACE HIGH SCHOOL,85,1293,
89,1M450,PACE HIGH SCHOOL,85,1293,
90,1M450,PACE HIGH SCHOOL,85,1293,67.3
91,1M450,PACE HIGH SCHOOL,85,1293,63.8
92,1M450,PACE HIGH SCHOOL,85,1293,61.1
93,1M450,PACE HIGH SCHOOL,85,1293,75.3
94,1M450,PACE HIGH SCHOOL,85,1293,71.4
95,1M450,PACE HIGH SCHOOL,85,1293,78.4
96,1M450,PACE HIGH SCHOOL,85,1293,79.5
97,1M450,PACE HIGH SCHOOL,85,1293,
98,1M450,PACE HIGH SCHOOL,85,1293,
99,1M450,PACE HIGH SCHOOL,85,1293,60.9
100,1M450,PACE HIGH SCHOOL,85,1293,
101,1M450,PACE HIGH SCHOOL,85,1293,
102,1M450,PACE HIGH SCHOOL,85,1293,
103,1M450,PACE HIGH SCHOOL,85,1293,
104,1M450,PACE HIGH SCHOOL,85,1293,67.3
105,1M450,PACE HIGH SCHOOL,85,1293,60.4
106,1M450,PACE HIGH SCHOOL,85,1293,62.5
107,1M450,PACE HIGH SCHOOL,85,1293,77.0
108,1M450,PACE HIGH SCHOOL,85,1293,75.4
109,1M450,PACE HIGH SCHOOL,85,1293,81.4
110,1M450,PACE HIGH SCHOOL,85,1293,82.9
111,1M450,PACE HIGH SCHOOL,85,1293,
112,1M450,PACE HIGH SCHOOL,85,1293,
113,1M450,PACE HIGH SCHOOL,85,1293,
114,1M450,PACE HIGH SCHOOL,85,1293,
115,1M450,PACE HIGH SCHOOL,85,1293,
116,1M450,PACE HIGH SCHOOL,85,1293,
117,1M450,PACE HIGH SCHOOL,85,1293,
118,1M450,PACE HIGH SCHOOL,85,1293,
119,1M450,PACE HIGH SCHOOL,85,1293,61.5
120,1M450,PACE HIGH SCHOOL,85,1293,76.9
121,1M450,PACE HIGH SCHOOL,85,1293,
122,1M450,PACE HIGH SCHOOL,85,1293,56.5
123,1M450,PACE HIGH SCHOOL,85,1293,72.0
124,1M450,PACE HIGH SCHOOL,85,1293,72.0
125,1M450,PACE HIGH SCHOOL,85,1293,60.5
126,1M450,PACE HIGH SCHOOL,85,1293,63.2
127,1M450,PACE HIGH SCHOOL,85,1293,62.2
128,1M450,PACE HIGH SCHOOL,85,1293,76.1
129,1M450,PACE HIGH SCHOOL,85,1293,75.0
130,1M450,PACE HIGH SCHOOL,85,1293,78.8
131,1M450,PACE HIGH SCHOOL,85,1293,80.8
132,1M450,PACE HIGH SCHOOL,85,1293,
133,1M450,PACE HIGH SCHOOL,85,1293,
134,1M450,PACE HIGH SCHOOL,85,1293,
135,1M450,PACE HIGH SCHOOL,85,1293,
136,1M450,PACE HIGH SCHOOL,85,1293,
137,1M450,PACE HIGH SCHOOL,85,1293,
138,1M450,PACE HIGH SCHOOL,85,1293,63.6
139,1M450,PACE HIGH SCHOOL,85,1293,66.7
140,1M450,PACE HIGH SCHOOL,85,1293,70.6
141,1M450,PACE HIGH SCHOOL,85,1293,68.9
142,1M450,PACE HIGH SCHOOL,85,1293,76.6
143,1M450,PACE HIGH SCHOOL,85,1293,80.5
144,1M450,PACE HIGH SCHOOL,85,1293,80.5
145,1M450,PACE HIGH SCHOOL,85,1293,71.4
146,1M450,PACE HIGH SCHOOL,85,1293,59.0
147,1M450,PACE HIGH SCHOOL,85,1293,55.6
148,1M450,PACE HIGH SCHOOL,85,1293,77.1
149,1M450,PACE HIGH SCHOOL,85,1293,65.8
150,1M450,PACE HIGH SCHOOL,85,1293,75.5
151,1M450,PACE HIGH SCHOOL,85,1293,77.6
152,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,67.2
153,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,62.5
154,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,62.0
155,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,72.5
156,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,71.8
157,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,77.8
158,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,78.9
159,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
160,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
161,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
162,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
163,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
164,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
165,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
166,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,67.3
167,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,63.8
168,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,61.1
169,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,75.3
170,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,71.4
171,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,78.4
172,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,79.5
173,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
174,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
175,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,60.9
176,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
177,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
178,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
179,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
180,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,67.3
181,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,60.4
182,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,62.5
183,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,77.0
184,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,75.4
185,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,81.4
186,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,82.9
187,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
188,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
189,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
190,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
191,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
192,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
193,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
194,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
195,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,61.5
196,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,76.9
197,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
198,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,56.5
199,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,72.0
200,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,72.0
201,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,60.5
202,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,63.2
203,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,62.2
204,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,76.1
205,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,75.0
206,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,78.8
207,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,80.8
208,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
209,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
210,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
211,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
212,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
213,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,
214,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,63.6
215,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,66.7
216,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,70.6
217,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,68.9
218,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,76.6
219,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,80.5
220,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,80.5
221,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,71.4
222,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,59.0
223,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,55.6
224,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,77.1
225,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,65.8
226,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,75.5
227,1M450,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,1269,77.6
228,1M450,"FACING HISTORY SCHOOL, THE",76,1051,67.2
229,1M450,"FACING HISTORY SCHOOL, THE",76,1051,62.5
230,1M450,"FACING HISTORY SCHOOL, THE",76,1051,62.0
231,1M450,"FACING HISTORY SCHOOL, THE",76,1051,72.5
232,1M450,"FACING HISTORY SCHOOL, THE",76,1051,71.8
233,1M450,"FACING HISTORY SCHOOL, THE",76,1051,77.8
234,1M450,"FACING HISTORY SCHOOL, THE",76,1051,78.9
235,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
236,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
237,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
238,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
239,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
240,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
241,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
242,1M450,"FACING HISTORY SCHOOL, THE",76,1051,67.3
243,1M450,"FACING HISTORY SCHOOL, THE",76,1051,63.8
244,1M450,"FACING HISTORY SCHOOL, THE",76,1051,61.1
245,1M450,"FACING HISTORY SCHOOL, THE",76,1051,75.3
246,1M450,"FACING HISTORY SCHOOL, THE",76,1051,71.4
247,1M450,"FACING HISTORY SCHOOL, THE",76,1051,78.4
248,1M450,"FACING HISTORY SCHOOL, THE",76,1051,79.5
249,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
250,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
251,1M450,"FACING HISTORY SCHOOL, THE",76,1051,60.9
252,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
253,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
254,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
255,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
256,1M450,"FACING HISTORY SCHOOL, THE",76,1051,67.3
257,1M450,"FACING HISTORY SCHOOL, THE",76,1051,60.4
258,1M450,"FACING HISTORY SCHOOL, THE",76,1051,62.5
259,1M450,"FACING HISTORY SCHOOL, THE",76,1051,77.0
260,1M450,"FACING HISTORY SCHOOL, THE",76,1051,75.4
261,1M450,"FACING HISTORY SCHOOL, THE",76,1051,81.4
262,1M450,"FACING HISTORY SCHOOL, THE",76,1051,82.9
263,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
264,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
265,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
266,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
267,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
268,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
269,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
270,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
271,1M450,"FACING HISTORY SCHOOL, THE",76,1051,61.5
272,1M450,"FACING HISTORY SCHOOL, THE",76,1051,76.9
273,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
274,1M450,"FACING HISTORY SCHOOL, THE",76,1051,56.5
275,1M450,"FACING HISTORY SCHOOL, THE",76,1051,72.0
276,1M450,"FACING HISTORY SCHOOL, THE",76,1051,72.0
277,1M450,"FACING HISTORY SCHOOL, THE",76,1051,60.5
278,1M450,"FACING HISTORY SCHOOL, THE",76,1051,63.2
279,1M450,"FACING HISTORY SCHOOL, THE",76,1051,62.2
280,1M450,"FACING HISTORY SCHOOL, THE",76,1051,76.1
281,1M450,"FACING HISTORY SCHOOL, THE",76,1051,75.0
282,1M450,"FACING HISTORY SCHOOL, THE",76,1051,78.8
283,1M450,"FACING HISTORY SCHOOL, THE",76,1051,80.8
284,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
285,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
286,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
287,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
288,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
289,1M450,"FACING HISTORY SCHOOL, THE",76,1051,
290,1M450,"FACING HISTORY SCHOOL, THE",76,1051,63.6
291,1M450,"FACING HISTORY SCHOOL, THE",76,1051,66.7
292,1M450,"FACING HISTORY SCHOOL, THE",76,1051,70.6
293,1M450,"FACING HISTORY SCHOOL, THE",76,1051,68.9
294,1M450,"FACING HISTORY SCHOOL, THE",76,1051,76.6
295,1M450,"FACING HISTORY SCHOOL, THE",76,1051,80.5
296,1M450,"FACING HISTORY SCHOOL, THE",76,1051,80.5
297,1M450,"FACING HISTORY SCHOOL, THE",76,1051,71.4
298,1M450,"FACING HISTORY SCHOOL, THE",76,1051,59.0
299,1M450,"FACING HISTORY SCHOOL, THE",76,1051,55.6
300,1M450,"FACING HISTORY SCHOOL, THE",76,1051,77.1
301,1M450,"FACING HISTORY SCHOOL, THE",76,1051,65.8
302,1M450,"FACING HISTORY SCHOOL, THE",76,1051,75.5
303,1M450,"FACING HISTORY SCHOOL, THE",76,1051,77.6
304,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,67.2
305,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,62.5
306,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,62.0
307,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,72.5
308,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,71.8
309,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,77.8
310,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,78.9
311,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,
312,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,
313,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,
314,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,
315,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,
316,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,
317,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,
318,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,67.3
319,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,63.8
320,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,61.1
321,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,75.3
322,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,71.4
323,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,78.4
324,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,79.5
325,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,
326,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,
327,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,60.9
328,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,
329,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,
330,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,
331,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,
332,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,67.3
333,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,60.4
334,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,62.5
335,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,77.0
336,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,75.4
337,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,81.4
338,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,82.9
339,1M450,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,1148,
